date,expiry,type,strike,spot,iv,premium,delta
2019-05-09,2019-05-16,call,6800,6174.53,0.2858,0.62,0.0078
2019-05-09,2019-05-16,put,6800,6174.53,0.3658,629.05,-0.9699
2019-05-10,2019-05-17,call,5700,6378.85,0.3007,679.11,0.9968
2019-05-10,2019-05-17,put,5700,6378.85,0.3807,1.87,-0.0154
2019-05-10,2019-05-17,call,6100,6378.85,0.3007,297.62,0.8631
2019-05-10,2019-05-17,put,6100,6378.85,0.3807,36.29,-0.191
2019-05-10,2019-05-17,call,6400,6378.85,0.3007,95.89,0.4766
2019-05-10,2019-05-17,put,6400,6378.85,0.3807,145.2,-0.5145
2019-05-10,2019-05-17,call,6700,6378.85,0.3007,15.92,0.1233
2019-05-10,2019-05-17,put,6700,6378.85,0.3807,353.79,-0.8174
2019-05-10,2019-05-17,call,7000,6378.85,0.3007,1.24,0.0135
2019-05-10,2019-05-17,put,7000,6378.85,0.3807,626.67,-0.9587
2019-05-11,2019-05-18,call,6500,7204.77,0.6743,748.38,0.8747
2019-05-11,2019-05-18,put,6500,7204.77,0.7543,61.17,-0.1497
2019-05-11,2019-05-18,call,6800,7204.77,0.6743,511.55,0.7473
2019-05-11,2019-05-18,put,6800,7204.77,0.7543,132.81,-0.2723
2019-05-11,2019-05-18,call,7200,7204.77,0.6743,270.6,0.5214
2019-05-11,2019-05-18,put,7200,7204.77,0.7543,297.62,-0.4766
2019-05-11,2019-05-18,call,7600,7204.77,0.6743,121.89,0.2997
2019-05-11,2019-05-18,put,7600,7204.77,0.7543,545.34,-0.6769
2019-05-11,2019-05-18,call,7900,7204.77,0.6743,60.18,0.1737
2019-05-11,2019-05-18,put,7900,7204.77,0.7543,776.97,-0.7966
2019-05-12,2019-05-19,call,6300,6972.37,0.7668,736.17,0.8433
2019-05-12,2019-05-19,put,6300,6972.37,0.8468,83.15,-0.1779
2019-05-12,2019-05-19,call,6600,6972.37,0.7668,511.05,0.7156
2019-05-12,2019-05-19,put,6600,6972.37,0.8468,165.21,-0.2992
2019-05-12,2019-05-19,call,7000,6972.37,0.7668,282.22,0.5063
2019-05-12,2019-05-19,put,7000,6972.37,0.8468,340.66,-0.4901
2019-05-12,2019-05-19,call,7300,6972.37,0.7668,166.16,0.3522
2019-05-12,2019-05-19,put,7300,6972.37,0.8468,522.71,-0.6304
2019-05-12,2019-05-19,call,7700,6972.37,0.7668,73.23,0.189
2019-05-12,2019-05-19,put,7700,6972.37,0.8468,822.63,-0.7846
2019-05-13,2019-05-20,call,7000,7814.92,0.9327,919.36,0.8205
2019-05-13,2019-05-20,put,7000,7814.92,1.0127,127.78,-0.1962
2019-05-13,2019-05-20,call,7400,7814.92,0.9327,633.57,0.6868
2019-05-13,2019-05-20,put,7400,7814.92,1.0127,249.54,-0.3231
2019-05-13,2019-05-20,call,7800,7814.92,0.9327,409.54,0.5316
2019-05-13,2019-05-20,put,7800,7814.92,1.0127,429.05,-0.4666
2019-05-13,2019-05-20,call,8200,7814.92,0.9327,248.01,0.3791
2019-05-13,2019-05-20,put,8200,7814.92,1.0127,666.21,-0.6075
2019-05-13,2019-05-20,call,8600,7814.92,0.9327,140.87,0.2493
2019-05-13,2019-05-20,put,8600,7814.92,1.0127,954.03,-0.7299
2019-05-14,2019-05-21,call,7200,7994.42,0.9256,907.81,0.8107
2019-05-14,2019-05-21,put,7200,7994.42,1.0056,138.01,-0.2058
2019-05-14,2019-05-21,call,7600,7994.42,0.9256,626.25,0.6768
2019-05-14,2019-05-21,put,7600,7994.42,1.0056,263.83,-0.3325
2019-05-14,2019-05-21,call,8000,7994.42,0.9256,405.88,0.5234
2019-05-14,2019-05-21,put,8000,7994.42,1.0056,446.73,-0.4742
2019-05-14,2019-05-21,call,8400,7994.42,0.9256,246.88,0.3737
2019-05-14,2019-05-21,put,8400,7994.42,1.0056,686.21,-0.6125
2019-05-14,2019-05-21,call,8800,7994.42,0.9256,141.09,0.2467
2019-05-14,2019-05-21,put,8800,7994.42,1.0056,975.25,-0.7323
2019-05-15,2019-05-22,call,7400,8205.17,0.8934,914.0,0.815
2019-05-15,2019-05-22,put,7400,8205.17,0.9734,133.79,-0.2023
2019-05-15,2019-05-22,call,7800,8205.17,0.8934,629.9,0.6812
2019-05-15,2019-05-22,put,7800,8205.17,0.9734,257.4,-0.3289
2019-05-15,2019-05-22,call,8200,8205.17,0.8934,407.21,0.5267
2019-05-15,2019-05-22,put,8200,8205.17,0.9734,438.21,-0.4713
2019-05-15,2019-05-22,call,8600,8205.17,0.8934,246.57,0.3752
2019-05-15,2019-05-22,put,8600,8205.17,0.9734,676.08,-0.6107
2019-05-15,2019-05-22,call,9000,8205.17,0.8934,139.96,0.2465
2019-05-15,2019-05-22,put,9000,8205.17,0.9734,964.12,-0.7319
2019-05-16,2019-05-23,call,7100,7884.91,0.9692,909.52,0.8019
2019-05-16,2019-05-23,put,7100,7884.91,1.0492,149.5,-0.2135
2019-05-16,2019-05-23,call,7500,7884.91,0.9692,632.3,0.67
2019-05-16,2019-05-23,put,7500,7884.91,1.0492,279.18,-0.3383
2019-05-16,2019-05-23,call,7900,7884.91,0.9692,414.8,0.5211
2019-05-16,2019-05-23,put,7900,7884.91,1.0492,464.69,-0.4763
2019-05-16,2019-05-23,call,8300,7884.91,0.9692,256.66,0.3763
2019-05-16,2019-05-23,put,8300,7884.91,1.0492,705.09,-0.6104
2019-05-16,2019-05-23,call,8700,7884.91,0.9692,149.98,0.2528
2019-05-16,2019-05-23,put,8700,7884.91,1.0492,993.57,-0.7272
2019-05-17,2019-05-24,call,6600,7343.9,1.1467,909.04,0.774
2019-05-17,2019-05-24,put,6600,7343.9,1.2267,189.97,-0.2377
2019-05-17,2019-05-24,call,7000,7343.9,1.1467,646.32,0.6486
2019-05-17,2019-05-24,put,7000,7343.9,1.2267,332.69,-0.3567
2019-05-17,2019-05-24,call,7300,7343.9,1.1467,485.64,0.5466
2019-05-17,2019-05-24,put,7300,7343.9,1.2267,473.98,-0.4522
2019-05-17,2019-05-24,call,7700,7343.9,1.1467,318.93,0.4134
2019-05-17,2019-05-24,put,7700,7343.9,1.2267,706.81,-0.5768
2019-05-17,2019-05-24,call,8100,7343.9,1.1467,200.55,0.2954
2019-05-17,2019-05-24,put,8100,7343.9,1.2267,985.09,-0.6886
2019-05-18,2019-05-25,call,6500,7271.21,1.163,930.16,0.7813
2019-05-18,2019-05-25,put,6500,7271.21,1.243,183.09,-0.2304
2019-05-18,2019-05-25,call,6900,7271.21,1.163,664.19,0.6576
2019-05-18,2019-05-25,put,6900,7271.21,1.243,322.68,-0.3481
2019-05-18,2019-05-25,call,7300,7271.21,1.163,453.37,0.5223
2019-05-18,2019-05-25,put,7300,7271.21,1.243,514.24,-0.4748
2019-05-18,2019-05-25,call,7600,7271.21,1.163,330.7,0.4231
2019-05-18,2019-05-25,put,7600,7271.21,1.243,691.09,-0.5678
2019-05-18,2019-05-25,call,8000,7271.21,1.163,209.18,0.3041
2019-05-18,2019-05-25,put,8000,7271.21,1.243,966.47,-0.6804
2019-05-19,2019-05-26,call,7400,8197.69,1.3097,1049.49,0.7438
2019-05-19,2019-05-26,put,7400,8197.69,1.3897,281.3,-0.2649
2019-05-19,2019-05-26,call,7800,8197.69,1.3097,798.34,0.6424
2019-05-19,2019-05-26,put,7800,8197.69,1.3897,434.62,-0.3614
2019-05-19,2019-05-26,call,8200,8197.69,1.3097,591.27,0.5355
2019-05-19,2019-05-26,put,8200,8197.69,1.3897,629.66,-0.4623
2019-05-19,2019-05-26,call,8600,8197.69,1.3097,426.71,0.4311
2019-05-19,2019-05-26,put,8600,8197.69,1.3897,864.77,-0.5607
2019-05-19,2019-05-26,call,9000,8197.69,1.3097,300.44,0.3357
2019-05-19,2019-05-26,put,9000,8197.69,1.3897,1136.11,-0.6513
2019-05-20,2019-05-27,call,7200,7978.31,1.35,1037.13,0.7397
2019-05-20,2019-05-27,put,7200,7978.31,1.43,287.74,-0.2685
2019-05-20,2019-05-27,call,7600,7978.31,1.35,788.66,0.6381
2019-05-20,2019-05-27,put,7600,7978.31,1.43,443.53,-0.3653
2019-05-20,2019-05-27,call,8000,7978.31,1.35,584.2,0.5315
2019-05-20,2019-05-27,put,8000,7978.31,1.43,641.04,-0.466
2019-05-20,2019-05-27,call,8400,7978.31,1.35,421.96,0.4278
2019-05-20,2019-05-27,put,8400,7978.31,1.43,878.4,-0.564
2019-05-20,2019-05-27,call,8800,7978.31,1.35,297.57,0.3333
2019-05-20,2019-05-27,put,8800,7978.31,1.43,1151.64,-0.6539
2019-05-21,2019-05-28,call,7200,7963.33,1.1806,966.3,0.7574
2019-05-21,2019-05-28,put,7200,7963.33,1.2606,230.89,-0.2532
2019-05-21,2019-05-28,call,7600,7963.33,1.1806,709.16,0.6433
2019-05-21,2019-05-28,put,7600,7963.33,1.2606,378.81,-0.3614
2019-05-21,2019-05-28,call,8000,7963.33,1.1806,501.91,0.5214
2019-05-21,2019-05-28,put,8000,7963.33,1.2606,573.72,-0.4757
2019-05-21,2019-05-28,call,8400,7963.33,1.1806,342.83,0.4033
2019-05-21,2019-05-28,put,8400,7963.33,1.2606,813.77,-0.5865
2019-05-21,2019-05-28,call,8800,7963.33,1.1806,226.34,0.2983
2019-05-21,2019-05-28,put,8800,7963.33,1.2606,1093.96,-0.6862
2019-05-22,2019-05-29,call,6900,7680.07,1.1857,964.74,0.7686
2019-05-22,2019-05-29,put,6900,7680.07,1.2657,210.94,-0.2424
2019-05-22,2019-05-29,call,7300,7680.07,1.1857,703.31,0.6522
2019-05-22,2019-05-29,put,7300,7680.07,1.2657,354.77,-0.353
2019-05-22,2019-05-29,call,7700,7680.07,1.1857,493.29,0.5264
2019-05-22,2019-05-29,put,7700,7680.07,1.2657,547.08,-0.471
2019-05-22,2019-05-29,call,8100,7680.07,1.1857,333.14,0.4044
2019-05-22,2019-05-29,put,8100,7680.07,1.2657,786.14,-0.5855
2019-05-22,2019-05-29,call,8400,7680.07,1.1857,242.33,0.3215
2019-05-22,2019-05-29,put,8400,7680.07,1.2657,993.03,-0.6641
2019-05-23,2019-05-30,call,7100,7881.85,0.9775,909.59,0.7994
2019-05-23,2019-05-30,put,7100,7881.85,1.0575,152.79,-0.2158
2019-05-23,2019-05-30,call,7500,7881.85,0.9775,633.52,0.668
2019-05-23,2019-05-30,put,7500,7881.85,1.0575,283.53,-0.3401
2019-05-23,2019-05-30,call,7900,7881.85,0.9775,416.81,0.5202
2019-05-23,2019-05-30,put,7900,7881.85,1.0575,469.75,-0.4771
2019-05-23,2019-05-30,call,8300,7881.85,0.9775,258.93,0.3767
2019-05-23,2019-05-30,put,8300,7881.85,1.0575,710.42,-0.6102
2019-05-23,2019-05-30,call,8700,7881.85,0.9775,152.1,0.254
2019-05-23,2019-05-30,put,8700,7881.85,1.0575,998.8,-0.7261
2019-05-24,2019-05-31,call,7200,7987.37,0.9708,915.94,0.7993
2019-05-24,2019-05-31,put,7200,7987.37,1.0508,153.96,-0.216
2019-05-24,2019-05-31,call,7600,7987.37,0.9708,639.57,0.6689
2019-05-24,2019-05-31,put,7600,7987.37,1.0508,284.45,-0.3393
2019-05-24,2019-05-31,call,8000,7987.37,0.9708,422.13,0.5221
2019-05-24,2019-05-31,put,8000,7987.37,1.0508,470.0,-0.4753
2019-05-24,2019-05-31,call,8400,7987.37,0.9708,263.23,0.3793
2019-05-24,2019-05-31,put,8400,7987.37,1.0508,709.71,-0.6077
2019-05-24,2019-05-31,call,8800,7987.37,0.9708,155.28,0.2567
2019-05-24,2019-05-31,put,8800,7987.37,1.0508,996.99,-0.7234
2019-05-25,2019-06-01,call,7200,8052.54,0.9576,964.68,0.8186
2019-05-25,2019-06-01,put,7200,8052.54,1.0376,136.31,-0.1975
2019-05-25,2019-06-01,call,7600,8052.54,0.9576,678.7,0.6923
2019-05-25,2019-06-01,put,7600,8052.54,1.0376,257.75,-0.3176
2019-05-25,2019-06-01,call,8100,8052.54,0.9576,403.67,0.5088
2019-05-25,2019-06-01,put,8100,8052.54,1.0376,486.7,-0.4877
2019-05-25,2019-06-01,call,8500,8052.54,0.9576,249.64,0.3664
2019-05-25,2019-06-01,put,8500,8052.54,1.0376,730.88,-0.6196
2019-05-25,2019-06-01,call,8900,8052.54,0.9576,145.93,0.2457
2019-05-25,2019-06-01,put,8900,8052.54,1.0376,1022.09,-0.7339
2019-05-26,2019-06-02,call,7800,8673.22,1.0185,1024.55,0.7947
2019-05-26,2019-06-02,put,7800,8673.22,1.0985,179.22,-0.2196
2019-05-26,2019-06-02,call,8200,8673.22,1.0185,747.9,0.6802
2019-05-26,2019-06-02,put,8200,8673.22,1.0985,309.23,-0.3282
2019-05-26,2019-06-02,call,8700,8673.22,1.0185,475.1,0.5194
2019-05-26,2019-06-02,put,8700,8673.22,1.0985,540.17,-0.4778
2019-05-26,2019-06-02,call,9100,8673.22,1.0185,314.88,0.3936
2019-05-26,2019-06-02,put,9100,8673.22,1.0985,778.77,-0.5947
2019-05-26,2019-06-02,call,9500,8673.22,1.0185,200.12,0.2826
2019-05-26,2019-06-02,put,9500,8673.22,1.0985,1059.89,-0.6993
2019-05-27,2019-06-03,call,7900,8805.78,0.8683,1005.89,0.8322
2019-05-27,2019-06-03,put,7900,8805.78,0.9483,125.45,-0.1861
2019-05-27,2019-06-03,call,8400,8805.78,0.8683,646.62,0.6745
2019-05-27,2019-06-03,put,8400,8805.78,0.9483,276.2,-0.3355
2019-05-27,2019-06-03,call,8800,8805.78,0.8683,424.92,0.5261
2019-05-27,2019-06-03,put,8800,8805.78,0.9483,457.97,-0.4718
2019-05-27,2019-06-03,call,9200,8805.78,0.8683,262.78,0.3805
2019-05-27,2019-06-03,put,9200,8805.78,0.9483,694.36,-0.6056
2019-05-27,2019-06-03,call,9700,8805.78,0.8683,132.43,0.2284
2019-05-27,2019-06-03,put,9700,8805.78,0.9483,1056.97,-0.7488
2019-05-28,2019-06-04,call,7800,8719.96,0.8681,1014.52,0.8383
2019-05-28,2019-06-04,put,7800,8719.96,0.9481,119.11,-0.1801
2019-05-28,2019-06-04,call,8300,8719.96,0.8681,651.73,0.6811
2019-05-28,2019-06-04,put,8300,8719.96,0.9481,266.51,-0.3294
2019-05-28,2019-06-04,call,8700,8719.96,0.8681,427.53,0.5316
2019-05-28,2019-06-04,put,8700,8719.96,0.9481,445.99,-0.4669
2019-05-28,2019-06-04,call,9200,8719.96,0.8681,231.35,0.3499
2019-05-28,2019-06-04,put,9200,8719.96,0.9481,747.47,-0.634
2019-05-28,2019-06-04,call,9600,8719.96,0.8681,132.13,0.2297
2019-05-28,2019-06-04,put,9600,8719.96,0.9481,1042.28,-0.7475
2019-05-29,2019-06-05,call,7800,8659.49,0.559,885.47,0.9176
2019-05-29,2019-06-05,put,7800,8659.49,0.639,42.37,-0.1102
2019-05-29,2019-06-05,call,8200,8659.49,0.559,551.97,0.7713
2019-05-29,2019-06-05,put,8200,8659.49,0.639,122.45,-0.2545
2019-05-29,2019-06-05,call,8700,8659.49,0.559,248.22,0.4914
2019-05-29,2019-06-05,put,8700,8659.49,0.639,327.0,-0.5034
2019-05-29,2019-06-05,call,9100,8659.49,0.559,108.33,0.2735
2019-05-29,2019-06-05,put,9100,8659.49,0.639,581.6,-0.6972
2019-05-29,2019-06-05,call,9500,8659.49,0.559,39.64,0.1234
2019-05-29,2019-06-05,put,9500,8659.49,0.639,901.59,-0.842
2019-05-30,2019-06-06,call,7500,8319.47,0.5923,851.26,0.9041
2019-05-30,2019-06-06,put,7500,8319.47,0.6723,49.06,-0.1229
2019-05-30,2019-06-06,call,7900,8319.47,0.5923,526.07,0.7491
2019-05-30,2019-06-06,put,7900,8319.47,0.6723,136.64,-0.2735
2019-05-30,2019-06-06,call,8300,8319.47,0.5923,281.68,0.5277
2019-05-30,2019-06-06,put,8300,8319.47,0.6723,298.88,-0.4714
2019-05-30,2019-06-06,call,8700,8319.47,0.5923,128.46,0.307
2019-05-30,2019-06-06,put,8700,8319.47,0.6723,541.95,-0.6678
2019-05-30,2019-06-06,call,9200,8319.47,0.5923,38.09,0.1179
2019-05-30,2019-06-06,put,9200,8319.47,0.6723,938.55,-0.8494
2019-05-31,2019-06-07,call,7700,8574.5,0.6095,907.44,0.906
2019-05-31,2019-06-07,put,7700,8574.5,0.6895,50.47,-0.1201
2019-05-31,2019-06-07,call,8100,8574.5,0.6095,579.38,0.7632
2019-05-31,2019-06-07,put,8100,8574.5,0.6895,134.98,-0.2598
2019-05-31,2019-06-07,call,8600,8574.5,0.6095,276.51,0.5028
2019-05-31,2019-06-07,put,8600,8574.5,0.6895,339.91,-0.4934
2019-05-31,2019-06-07,call,9000,8574.5,0.6095,130.43,0.2975
2019-05-31,2019-06-07,put,9000,8574.5,0.6895,589.46,-0.677
2019-05-31,2019-06-07,call,9400,8574.5,0.6095,53.12,0.1476
2019-05-31,2019-06-07,put,9400,8574.5,0.6895,902.1,-0.8199
2019-06-01,2019-06-08,call,7700,8564.02,0.5444,885.93,0.9263
2019-06-01,2019-06-08,put,7700,8564.02,0.6244,37.01,-0.1015
2019-06-01,2019-06-08,call,8100,8564.02,0.5444,547.92,0.7813
2019-06-01,2019-06-08,put,8100,8564.02,0.6244,112.9,-0.2459
2019-06-01,2019-06-08,call,8600,8564.02,0.5444,240.44,0.4928
2019-06-01,2019-06-08,put,8600,8564.02,0.6244,314.28,-0.5021
2019-06-01,2019-06-08,call,9000,8564.02,0.5444,101.31,0.2673
2019-06-01,2019-06-08,put,9000,8564.02,0.6244,569.39,-0.7023
2019-06-01,2019-06-08,call,9400,8564.02,0.5444,35.25,0.1155
2019-06-01,2019-06-08,put,9400,8564.02,0.6244,891.62,-0.8494
2019-06-02,2019-06-09,call,7900,8742.96,0.5396,867.98,0.9183
2019-06-02,2019-06-09,put,7900,8742.96,0.6196,41.52,-0.1104
2019-06-02,2019-06-09,call,8300,8742.96,0.5396,534.54,0.7683
2019-06-02,2019-06-09,put,8300,8742.96,0.6196,122.05,-0.2582
2019-06-02,2019-06-09,call,8700,8742.96,0.5396,282.0,0.5411
2019-06-02,2019-06-09,put,8700,8742.96,0.6196,277.48,-0.4601
2019-06-02,2019-06-09,call,9200,8742.96,0.5396,98.7,0.2596
2019-06-02,2019-06-09,put,9200,8742.96,0.6196,588.1,-0.7092
2019-06-02,2019-06-09,call,9600,8742.96,0.5396,34.52,0.1124
2019-06-02,2019-06-09,put,9600,8742.96,0.6196,912.05,-0.8524
2019-06-03,2019-06-10,call,7400,8209.0,0.6904,861.6,0.8714
2019-06-03,2019-06-10,put,7400,8209.0,0.7704,72.92,-0.1525
2019-06-03,2019-06-10,call,7800,8209.0,0.6904,552.23,0.7198
2019-06-03,2019-06-10,put,7800,8209.0,0.7704,174.31,-0.2972
2019-06-03,2019-06-10,call,8200,8209.0,0.6904,317.33,0.5236
2019-06-03,2019-06-10,put,8200,8209.0,0.7704,344.55,-0.4746
2019-06-03,2019-06-10,call,8600,8209.0,0.6904,162.12,0.3304
2019-06-03,2019-06-10,put,8600,8209.0,0.7704,586.47,-0.6491
2019-06-03,2019-06-10,call,9000,8209.0,0.6904,73.48,0.1802
2019-06-03,2019-06-10,put,9000,8209.0,0.7704,889.55,-0.7907
2019-06-04,2019-06-11,call,6900,7707.77,0.7901,872.7,0.8569
2019-06-04,2019-06-11,put,6900,7707.77,0.8701,85.15,-0.1638
2019-06-04,2019-06-11,call,7300,7707.77,0.7901,570.79,0.7094
2019-06-04,2019-06-11,put,7300,7707.77,0.8701,192.61,-0.3045
2019-06-04,2019-06-11,call,7700,7707.77,0.7901,340.0,0.5255
2019-06-04,2019-06-11,put,7700,7707.77,0.8701,366.22,-0.4726
2019-06-04,2019-06-11,call,8100,7707.77,0.7901,183.55,0.345
2019-06-04,2019-06-11,put,8100,7707.77,0.8701,607.54,-0.6375
2019-06-04,2019-06-11,call,8500,7707.77,0.7901,89.81,0.2006
2019-06-04,2019-06-11,put,8500,7707.77,0.8701,906.88,-0.7739
2019-06-05,2019-06-12,call,7000,7824.23,0.6202,853.39,0.9097
2019-06-05,2019-06-12,put,7000,7824.23,0.7002,44.71,-0.1158
2019-06-05,2019-06-12,call,7400,7824.23,0.6202,525.88,0.7555
2019-06-05,2019-06-12,put,7400,7824.23,0.7002,129.53,-0.2665
2019-06-05,2019-06-12,call,7800,7824.23,0.6202,279.88,0.5315
2019-06-05,2019-06-12,put,7800,7824.23,0.7002,290.12,-0.4679
2019-06-05,2019-06-12,call,8200,7824.23,0.6202,126.47,0.3074
2019-06-05,2019-06-12,put,8200,7824.23,0.7002,533.23,-0.6683
2019-06-05,2019-06-12,call,8600,7824.23,0.6202,48.25,0.1451
2019-06-05,2019-06-12,put,8600,7824.23,0.7002,845.21,-0.8229
2019-06-06,2019-06-13,call,7000,7822.02,0.6021,848.26,0.9152
2019-06-06,2019-06-13,put,7000,7822.02,0.6821,41.2,-0.1107
2019-06-06,2019-06-13,call,7400,7822.02,0.6021,518.08,0.7602
2019-06-06,2019-06-13,put,7400,7822.02,0.6821,123.69,-0.2629
2019-06-06,2019-06-13,call,7800,7822.02,0.6021,270.91,0.5301
2019-06-06,2019-06-13,put,7800,7822.02,0.6821,283.36,-0.4693
2019-06-06,2019-06-13,call,8200,7822.02,0.6021,118.94,0.3
2019-06-06,2019-06-13,put,8200,7822.02,0.6821,527.62,-0.6745
2019-06-06,2019-06-13,call,8600,7822.02,0.6021,43.55,0.1367
2019-06-06,2019-06-13,put,8600,7822.02,0.6821,842.01,-0.8306
2019-06-07,2019-06-14,call,7200,8043.95,0.6467,879.3,0.9002
2019-06-07,2019-06-14,put,7200,8043.95,0.7267,52.36,-0.1247
2019-06-07,2019-06-14,call,7600,8043.95,0.6467,555.62,0.7513
2019-06-07,2019-06-14,put,7600,8043.95,0.7267,140.53,-0.2695
2019-06-07,2019-06-14,call,8000,8043.95,0.6467,309.02,0.5422
2019-06-07,2019-06-14,put,8000,8043.95,0.7267,300.43,-0.4583
2019-06-07,2019-06-14,call,8400,8043.95,0.6467,149.29,0.3304
2019-06-07,2019-06-14,put,8400,8043.95,0.7267,538.04,-0.6481
2019-06-07,2019-06-14,call,8800,8043.95,0.6467,62.37,0.169
2019-06-07,2019-06-14,put,8800,8043.95,0.7267,842.17,-0.8002
2019-06-08,2019-06-15,call,7200,7954.13,0.6469,799.53,0.8763
2019-06-08,2019-06-15,put,7200,7954.13,0.7269,64.69,-0.1492
2019-06-08,2019-06-15,call,7600,7954.13,0.6469,490.04,0.7099
2019-06-08,2019-06-15,put,7600,7954.13,0.7269,166.51,-0.3076
2019-06-08,2019-06-15,call,8000,7954.13,0.6469,262.65,0.4923
2019-06-08,2019-06-15,put,8000,7954.13,0.7269,343.67,-0.5027
2019-06-08,2019-06-15,call,8400,7954.13,0.6469,121.69,0.2864
2019-06-08,2019-06-15,put,8400,7954.13,0.7269,598.16,-0.6885
2019-06-08,2019-06-15,call,8700,7954.13,0.6469,61.99,0.1696
2019-06-08,2019-06-15,put,8700,7954.13,0.7269,831.39,-0.7996
2019-06-09,2019-06-16,call,6900,7688.08,0.6364,822.1,0.8982
2019-06-09,2019-06-16,put,6900,7688.08,0.7164,50.52,-0.1272
2019-06-09,2019-06-16,call,7300,7688.08,0.6364,501.62,0.7362
2019-06-09,2019-06-16,put,7300,7688.08,0.7164,141.91,-0.2838
2019-06-09,2019-06-16,call,7700,7688.08,0.6364,264.5,0.5106
2019-06-09,2019-06-16,put,7700,7688.08,0.7164,310.39,-0.4864
2019-06-09,2019-06-16,call,8100,7688.08,0.6364,118.73,0.2918
2019-06-09,2019-06-16,put,8100,7688.08,0.7164,560.47,-0.6831
2019-06-09,2019-06-16,call,8500,7688.08,0.6364,45.19,0.1367
2019-06-09,2019-06-16,put,8500,7688.08,0.7164,877.18,-0.8321
2019-06-10,2019-06-17,call,7200,8000.33,0.6608,843.27,0.8845
2019-06-10,2019-06-17,put,7200,8000.33,0.7408,61.49,-0.1403
2019-06-10,2019-06-17,call,7600,8000.33,0.6608,528.42,0.728
2019-06-10,2019-06-17,put,7600,8000.33,0.7408,158.01,-0.2906
2019-06-10,2019-06-17,call,8000,8000.33,0.6608,292.11,0.5184
2019-06-10,2019-06-17,put,8000,8000.33,0.7408,327.1,-0.4794
2019-06-10,2019-06-17,call,8400,8000.33,0.6608,140.86,0.3131
2019-06-10,2019-06-17,put,8400,8000.33,0.7408,572.42,-0.6642
2019-06-10,2019-06-17,call,8800,8000.33,0.6608,59.07,0.1598
2019-06-10,2019-06-17,put,8800,8000.33,0.7408,881.6,-0.8099
2019-06-11,2019-06-18,call,7100,7927.71,0.6598,865.6,0.8948
2019-06-11,2019-06-18,put,7100,7927.71,0.7398,55.2,-0.1297
2019-06-11,2019-06-18,call,7500,7927.71,0.6598,545.13,0.743
2019-06-11,2019-06-18,put,7500,7927.71,0.7398,146.3,-0.2767
2019-06-11,2019-06-18,call,7900,7927.71,0.6598,302.43,0.5335
2019-06-11,2019-06-18,put,7900,7927.71,0.7398,309.63,-0.466
2019-06-11,2019-06-18,call,8300,7927.71,0.6598,146.0,0.324
2019-06-11,2019-06-18,put,8300,7927.71,0.7398,550.29,-0.6542
2019-06-11,2019-06-18,call,8700,7927.71,0.6598,61.11,0.1656
2019-06-11,2019-06-18,put,8700,7927.71,0.7398,856.51,-0.804
2019-06-12,2019-06-19,call,7300,8145.86,0.6716,887.84,0.8898
2019-06-12,2019-06-19,put,7300,8145.86,0.7516,60.29,-0.1345
2019-06-12,2019-06-19,call,7700,8145.86,0.6716,568.96,0.7427
2019-06-12,2019-06-19,put,7700,8145.86,0.7516,152.79,-0.2766
2019-06-12,2019-06-19,call,8100,8145.86,0.6716,324.75,0.5427
2019-06-12,2019-06-19,put,8100,8145.86,0.7516,314.69,-0.4577
2019-06-12,2019-06-19,call,8600,8145.86,0.6716,134.81,0.2957
2019-06-12,2019-06-19,put,8600,8145.86,0.7516,620.69,-0.6805
2019-06-12,2019-06-19,call,9000,8145.86,0.6716,57.67,0.1525
2019-06-12,2019-06-19,put,9000,8145.86,0.7516,934.44,-0.8175
2019-06-13,2019-06-20,call,7400,8230.92,0.5665,855.6,0.9186
2019-06-13,2019-06-20,put,7400,8230.92,0.6465,40.09,-0.1087
2019-06-13,2019-06-20,call,7800,8230.92,0.5665,522.92,0.7657
2019-06-13,2019-06-20,put,7800,8230.92,0.6465,120.8,-0.2593
2019-06-13,2019-06-20,call,8200,8230.92,0.5665,272.8,0.5347
2019-06-13,2019-06-20,put,8200,8230.92,0.6465,278.12,-0.4654
2019-06-13,2019-06-20,call,8600,8230.92,0.5665,118.86,0.3016
2019-06-13,2019-06-20,put,8600,8230.92,0.6465,520.33,-0.6719
2019-06-13,2019-06-20,call,9100,8230.92,0.5665,32.26,0.1074
2019-06-13,2019-06-20,put,9100,8230.92,0.6465,920.02,-0.8591
2019-06-14,2019-06-21,call,7800,8693.83,0.4774,905.31,0.9529
2019-06-14,2019-06-21,put,7800,8693.83,0.5574,23.02,-0.0744
2019-06-14,2019-06-21,call,8300,8693.83,0.4774,473.89,0.7686
2019-06-14,2019-06-21,put,8300,8693.83,0.5574,110.46,-0.2614
2019-06-14,2019-06-21,call,8700,8693.83,0.4774,226.28,0.5089
2019-06-14,2019-06-21,put,8700,8693.83,0.5574,270.86,-0.4883
2019-06-14,2019-06-21,call,9100,8693.83,0.4774,85.34,0.2554
2019-06-14,2019-06-21,put,9100,8693.83,0.5574,523.54,-0.7098
2019-06-14,2019-06-21,call,9600,8693.83,0.4774,17.71,0.0712
2019-06-14,2019-06-21,put,9600,8693.83,0.5574,939.34,-0.8936
2019-06-15,2019-06-22,call,8000,8838.38,0.4778,854.45,0.9381
2019-06-15,2019-06-22,put,8000,8838.38,0.5578,30.19,-0.092
